,City,Cloudiness,Country,Date,Humidity,Max Temp,Lat,Lng,Wind Speed,Current Discription
0,flinders,57,AU,1626374577,80,57.06,-34.5833,150.8552,1.01,broken clouds
1,mahebourg,75,MU,1626374577,78,71.89,-20.4081,57.7,13.8,light rain
2,tuy hoa,100,VN,1626374455,91,76.08,13.0833,109.3,6.4,overcast clouds
3,jamestown,75,US,1626374558,61,84.18,42.097,-79.2353,8.99,broken clouds
4,sorland,100,NO,1626374578,88,51.87,67.667,12.6934,42.77,light rain
5,rikitea,5,PF,1626374579,73,73.11,-23.1203,-134.9692,9.37,clear sky
6,port alfred,0,ZA,1626374579,56,56.14,-33.5906,26.891,5.73,clear sky
7,yazman,96,PK,1626374579,38,100.31,29.1212,71.7446,7.45,overcast clouds
8,hermanus,0,ZA,1626374580,66,55.9,-34.4187,19.2345,3.94,clear sky
9,busselton,100,AU,1626374580,75,53.1,-33.65,115.3333,14.5,overcast clouds
10,yellowknife,90,CA,1626374376,93,50.56,62.456,-114.3525,4.0,light intensity shower rain
11,butaritari,100,KI,1626374581,76,83.68,3.0707,172.7902,17.07,light rain
12,los llanos de aridane,75,ES,1626374581,83,73.13,28.6585,-17.9182,17.27,broken clouds
13,cape town,0,ZA,1626374535,71,56.12,-33.9258,18.4232,5.75,clear sky
14,punta arenas,90,CL,1626374492,100,37.51,-53.15,-70.9167,4.61,light rain
15,kapaa,75,US,1626374365,75,79.12,22.0752,-159.319,3.0,light rain
16,khatanga,100,RU,1626374583,75,49.51,71.9667,102.5,5.55,overcast clouds
17,komsomolskiy,45,UZ,1626374583,34,79.52,40.4272,71.7189,4.61,scattered clouds
18,kamina,8,CD,1626374584,35,66.45,-8.7386,24.9906,4.23,clear sky
19,palasa,100,IN,1626374584,86,81.5,18.7667,84.4167,5.55,overcast clouds
20,tibiri,20,NE,1626374585,66,86.34,13.5627,7.0485,13.8,few clouds
21,vigrestad,0,NO,1626374585,76,63.9,58.5667,5.7,29.1,clear sky
22,kaitangata,100,NZ,1626374586,82,50.94,-46.2817,169.8464,10.94,light rain
23,bethel,75,US,1626374586,65,90.1,41.3712,-73.414,3.44,broken clouds
24,klaksvik,96,FO,1626374586,98,52.72,62.2266,-6.589,18.37,overcast clouds
25,cambuci,13,BR,1626374587,39,85.44,-21.5753,-41.9111,0.85,few clouds
26,rio branco,40,BR,1626374587,52,92.01,-9.9747,-67.81,6.91,scattered clouds
27,puerto ayora,61,EC,1626374588,87,78.76,-0.7393,-90.3518,5.01,broken clouds
28,georgetown,20,MY,1626374412,86,82.89,5.4112,100.3354,5.01,few clouds
29,faenza,20,IT,1626374423,57,80.19,44.2857,11.8833,4.0,few clouds
30,asino,33,RU,1626374588,95,51.04,56.9979,86.1452,6.73,scattered clouds
31,tessalit,99,ML,1626374373,24,97.14,20.1986,1.0114,6.24,overcast clouds
32,vaini,90,TO,1626374589,94,71.76,-21.2,-175.2,10.36,overcast clouds
33,pisco,90,PE,1626374589,82,65.01,-13.7,-76.2167,9.22,overcast clouds
34,castro,100,BR,1626374590,54,67.96,-24.7911,-50.0119,8.41,overcast clouds
35,albany,67,US,1626374448,68,87.62,42.6001,-73.9662,4.0,broken clouds
36,hobart,95,AU,1626374590,94,48.11,-42.8794,147.3294,5.75,overcast clouds
37,lulea,0,SE,1626374591,64,69.87,65.5842,22.1547,6.91,clear sky
38,qaanaaq,100,GL,1626374591,84,36.97,77.484,-69.3632,8.34,overcast clouds
39,cayenne,75,GF,1626374592,75,84.24,4.9333,-52.3333,1.99,broken clouds
40,victoria,56,HK,1626374319,80,87.33,22.2855,114.1577,5.99,broken clouds
41,lompoc,1,US,1626374592,70,81.79,34.6391,-120.4579,8.05,clear sky
42,baykit,93,RU,1626374593,83,63.79,61.67,96.37,2.62,overcast clouds
43,esperance,100,AU,1626374593,83,51.64,-33.8667,121.9,26.89,light rain
44,kodiak,90,US,1626374313,72,56.71,57.79,-152.4072,3.44,overcast clouds
45,acari,54,PE,1626374594,63,70.14,-15.4311,-74.6158,8.43,broken clouds
46,floriano,50,BR,1626374594,24,97.47,-6.7669,-43.0225,8.57,scattered clouds
47,mataura,100,NZ,1626374594,96,41.49,-46.1927,168.8643,6.69,overcast clouds
48,sabang,97,ID,1626374595,73,82.45,5.8933,95.3214,9.31,overcast clouds
49,nome,90,US,1626374595,87,51.17,64.5011,-165.4064,11.5,overcast clouds
50,lagoa,5,PT,1626374596,81,70.57,39.05,-27.9833,7.52,clear sky
51,ojinaga,1,MX,1626374596,33,93.58,29.5667,-104.4167,0.0,clear sky
52,vostok,100,RU,1626374597,91,66.76,46.4856,135.8833,3.47,overcast clouds
53,iqaluit,75,CA,1626374597,66,55.13,63.7506,-68.5145,5.01,broken clouds
54,geraldton,75,AU,1626374597,87,54.01,-28.7667,114.6,10.36,broken clouds
55,bengkulu,100,ID,1626374598,83,76.01,-3.8004,102.2655,3.49,overcast clouds
56,necochea,0,AR,1626374598,55,54.03,-38.5473,-58.7368,14.81,clear sky
57,yerbogachen,0,RU,1626374599,93,53.56,61.2767,108.0108,3.98,clear sky
58,aklavik,20,CA,1626374537,57,46.4,68.2191,-135.0107,3.44,few clouds
59,san quintin,1,MX,1626374599,68,74.43,30.4833,-115.95,11.74,clear sky
60,itupiranga,10,BR,1626374600,33,97.12,-5.1347,-49.3267,3.51,clear sky
61,maxixe,0,MZ,1626374600,72,62.42,-23.8597,35.3472,4.61,clear sky
62,puerto del rosario,0,ES,1626374601,78,76.68,28.5004,-13.8627,16.11,clear sky
63,nanortalik,13,GL,1626374601,75,48.16,60.1432,-45.2371,13.47,few clouds
64,hilo,1,US,1626374601,68,80.62,19.7297,-155.09,4.61,light rain
65,atuona,16,PF,1626374602,71,77.94,-9.8,-139.0333,25.7,few clouds
66,lamu,39,KE,1626374602,78,76.5,-2.2717,40.902,15.5,scattered clouds
67,olafsvik,100,IS,1626374603,94,49.46,64.8945,-23.7142,15.95,light rain
68,ati,13,TD,1626374603,41,92.7,13.2154,18.3353,7.76,few clouds
69,port keats,100,AU,1626374603,61,70.3,-14.25,129.55,1.07,overcast clouds
70,awbari,38,LY,1626374604,14,94.26,26.5921,12.7805,9.1,scattered clouds
71,tasiilaq,39,GL,1626374604,84,41.16,65.6145,-37.6368,4.43,scattered clouds
72,ushuaia,75,AR,1626374333,93,31.66,-54.8,-68.3,3.44,light snow
73,new norfolk,100,AU,1626374605,92,47.75,-42.7826,147.0587,2.24,overcast clouds
74,bilibino,100,RU,1626374605,75,56.32,68.0546,166.4372,5.5,overcast clouds
75,pahrump,6,US,1626374606,26,96.94,36.2083,-115.9839,7.0,clear sky
76,lebu,89,CL,1626374606,72,54.46,-37.6167,-73.65,6.49,overcast clouds
77,mar del plata,0,AR,1626374353,61,58.08,-38.0023,-57.5575,3.0,clear sky
78,vila velha,40,BR,1626374607,68,79.97,-20.3297,-40.2925,16.11,scattered clouds
79,blagoyevo,7,RU,1626374607,84,55.49,63.3667,47.9167,3.89,clear sky
80,askiz,6,RU,1626374608,85,60.69,53.1319,90.5264,3.85,clear sky
81,flowing wells,20,US,1626374608,62,93.27,32.294,-111.0098,3.0,few clouds
82,hithadhoo,44,MV,1626374608,77,82.18,-0.6,73.0833,11.27,scattered clouds
83,mujiayingzi,82,CN,1626374609,96,70.66,42.1167,118.7833,2.84,broken clouds
84,haines junction,94,CA,1626374609,55,63.46,60.7522,-137.5108,3.06,overcast clouds
85,touros,52,BR,1626374610,65,85.1,-5.1989,-35.4608,16.82,broken clouds
86,samarai,9,PG,1626374610,86,79.72,-10.6167,150.6667,10.54,clear sky
87,yima,79,CN,1626374611,89,75.94,34.7381,111.8839,3.51,broken clouds
88,cockburn town,0,TC,1626374611,70,81.7,21.4612,-71.1419,17.43,clear sky
89,japura,100,ID,1626374611,94,73.09,-0.3167,102.35,2.26,overcast clouds
90,tiksi,100,RU,1626374613,75,44.76,71.6872,128.8694,16.08,overcast clouds
91,roma,20,US,1626374591,57,88.43,43.2128,-75.4557,5.75,few clouds
92,muscat,100,OM,1626374614,77,86.02,23.6139,58.5922,9.19,overcast clouds
93,bredasdorp,0,ZA,1626374614,82,51.12,-34.5322,20.0403,4.61,clear sky
94,yumen,0,CN,1626374615,35,76.08,40.2833,97.2,2.89,clear sky
95,te anau,94,NZ,1626374615,95,43.81,-45.4167,167.7167,2.19,light rain
96,hamilton,40,US,1626374615,64,90.84,39.1834,-84.5333,1.01,scattered clouds
97,saskylakh,98,RU,1626374616,66,50.16,71.9167,114.0833,14.45,overcast clouds
98,upernavik,100,GL,1626374616,83,42.03,72.7868,-56.1549,7.9,overcast clouds
99,dikson,100,RU,1626374616,94,34.11,73.5069,80.5464,14.45,overcast clouds
100,guerrero negro,42,MX,1626374617,56,79.2,27.9769,-114.0611,13.47,scattered clouds
101,ribeira grande,20,PT,1626374617,78,75.6,38.5167,-28.7,5.75,few clouds
102,sinegorye,87,RU,1626374618,80,56.08,62.0788,150.477,1.77,overcast clouds
103,longyearbyen,40,SJ,1626374424,81,46.24,78.2186,15.6401,3.44,scattered clouds
104,afonso claudio,0,BR,1626374618,44,79.16,-20.0742,-41.1239,5.03,clear sky
105,fengrun,71,CN,1626374619,95,76.75,39.8333,118.1167,4.59,broken clouds
106,ponta do sol,1,PT,1626374619,76,74.71,32.6667,-17.1,5.41,clear sky
107,nikolskoye,20,RU,1626374619,82,80.49,59.7035,30.7861,2.44,few clouds
108,bambous virieux,75,MU,1626374620,78,71.85,-20.3428,57.7575,13.8,light rain
109,tautira,99,PF,1626374620,80,77.02,-17.7333,-149.15,15.57,light rain
110,thompson,75,CA,1626374621,50,78.96,55.7435,-97.8558,13.8,smoke
111,pineville,75,US,1626374621,62,91.33,31.3224,-92.4343,10.36,broken clouds
112,ukiah,1,US,1626374622,45,91.44,39.1502,-123.2078,3.44,clear sky
113,rio grande,100,BR,1626374575,86,60.91,-32.035,-52.0986,12.57,overcast clouds
114,taitung,100,TW,1626374622,80,80.74,22.7583,121.1444,5.06,overcast clouds
115,tambopata,40,PE,1626374623,58,89.49,-12.7333,-69.1833,6.91,scattered clouds
116,chokurdakh,100,RU,1626374623,53,50.2,70.6333,147.9167,13.49,overcast clouds
117,cherskiy,100,RU,1626374624,78,42.03,68.75,161.3,11.21,overcast clouds
118,xudat,71,AZ,1626374624,52,72.93,41.631,48.681,5.93,broken clouds
119,rumford,37,US,1626374625,43,85.3,44.5537,-70.5509,4.21,scattered clouds
120,petrivka,0,UA,1626374625,34,77.45,46.9695,30.9591,4.29,clear sky
121,ebolowa,100,CM,1626374625,99,69.3,2.9,11.15,2.95,light rain
122,qasigiannguit,81,GL,1626374626,80,46.65,68.8193,-51.1922,3.53,broken clouds
123,ibra,100,OM,1626374626,69,82.54,22.6906,58.5334,0.51,overcast clouds
124,tabriz,20,IR,1626374478,49,69.26,38.08,46.2919,28.77,few clouds
125,bluff,81,NZ,1626374627,89,41.81,-46.6,168.3333,12.19,broken clouds
126,mehamn,0,NO,1626374627,56,67.95,71.0357,27.8492,12.66,moderate rain
127,port elizabeth,0,ZA,1626374628,76,52.09,-33.918,25.5701,4.61,clear sky
128,kloulklubed,100,PW,1626374628,74,77.5,7.0419,134.2556,2.06,overcast clouds
